"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31102","Beenleigh","A","Annual","2019","2019",2851,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31103","Browns Plains","A","Annual","2019","2019",5429,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2019","2019",4347,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31105","Loganlea - Carbrook","A","Annual","2019","2019",4114,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2019","2019",5186,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31301","Bribie - Beachmere","A","Annual","2019","2019",2061,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31302","Caboolture","A","Annual","2019","2019",4559,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31303","Caboolture Hinterland","A","Annual","2019","2019",988,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2019","2019",4929,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31305","Redcliffe","A","Annual","2019","2019",4451,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31401","The Hills District","A","Annual","2019","2019",7798,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31402","North Lakes","A","Annual","2019","2019",5887,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31403","Strathpine","A","Annual","2019","2019",2786,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30601","Cairns - North","A","Annual","2019","2019",4580,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30602","Cairns - South","A","Annual","2019","2019",7540,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30603","Innisfail - Cassowary Coast","A","Annual","2019","2019",2278,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2019","2019",873,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30605","Tablelands (East) - Kuranda","A","Annual","2019","2019",2691,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30701","Darling Downs (West) - Maranoa","A","Annual","2019","2019",2910,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30702","Darling Downs - East","A","Annual","2019","2019",2781,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30703","Granite Belt","A","Annual","2019","2019",2492,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30801","Central Highlands (Qld)","A","Annual","2019","2019",2158,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30803","Rockhampton","A","Annual","2019","2019",7796,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30804","Biloela","A","Annual","2019","2019",926,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30805","Gladstone","A","Annual","2019","2019",4750,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2019","2019",4490,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30902","Coolangatta","A","Annual","2019","2019",4106,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30903","Gold Coast - North","A","Annual","2019","2019",4774,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30904","Gold Coast Hinterland","A","Annual","2019","2019",1719,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2019","2019",3039,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30906","Nerang","A","Annual","2019","2019",5331,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2019","2019",10633,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2019","2019",3812,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30909","Southport","A","Annual","2019","2019",4098,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","30910","Surfers Paradise","A","Annual","2019","2019",2946,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2019","2019",2318,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31202","Mackay","A","Annual","2019","2019",8288,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31203","Whitsunday","A","Annual","2019","2019",1618,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31501","Far North","A","Annual","2019","2019",2263,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31502","Outback - North","A","Annual","2019","2019",1882,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31503","Outback - South","A","Annual","2019","2019",1013,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31601","Buderim","A","Annual","2019","2019",4425,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31602","Caloundra","A","Annual","2019","2019",6303,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31603","Maroochy","A","Annual","2019","2019",4348,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31605","Noosa","A","Annual","2019","2019",3425,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31606","Sunshine Coast Hinterland","A","Annual","2019","2019",3916,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31607","Nambour","A","Annual","2019","2019",3343,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31608","Noosa Hinterland","A","Annual","2019","2019",1979,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31701","Toowoomba","A","Annual","2019","2019",9891,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2019","2019",2655,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31802","Townsville","A","Annual","2019","2019",13071,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31901","Bundaberg","A","Annual","2019","2019",5551,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31902","Burnett","A","Annual","2019","2019",3161,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31903","Gympie - Cooloola","A","Annual","2019","2019",3279,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31904","Hervey Bay","A","Annual","2019","2019",3638,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2019","2019",2917,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","39797","Migratory - Offshore - Shipping (Qld)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2019","2019",1099,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2019","2019",5846,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2019","2019",3286,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2019","2019",3519,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2019","2019",2382,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2019","2019",1909,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2019","2019",2614,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2019","2019",2627,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2019","2019",5468,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2019","2019",4504,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2019","2019",8995,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2019","2019",6498,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2019","2019",2384,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2019","2019",5923,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2019","2019",4680,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2019","2019",11701,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2019","2019",7640,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2019","2019",4063,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2019","2019",4038,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2019","2019",2641,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2019","2019",1453,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2019","2019",1701,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2019","2019",1341,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2019","2019",3805,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2019","2019",1716,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2019","2019",3131,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2019","2019",4465,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2019","2019",4520,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2019","2019",6532,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2019","2019",5090,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2019","2019",6952,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2019","2019",5660,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2019","2019",3199,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2019","2019",9758,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2019","2019",12123,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2019","2019",13232,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2019","2019",14913,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2019","2019",5478,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2019","2019",4578,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2019","2019",6070,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2019","2019",8157,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2019","2019",4015,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2019","2019",2130,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2019","2019",2681,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2019","2019",8053,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2019","2019",2863,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2019","2019",2847,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2019","2019",7257,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2019","2019",9277,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2019","2019",4201,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2019","2019",7324,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50103","Manjimup","A","Annual","2019","2019",1529,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50901","Albany","A","Annual","2019","2019",3985,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2019","2019",3761,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2019","2019",1345,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51001","Kimberley","A","Annual","2019","2019",2358,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2019","2019",1991,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51003","West Pilbara","A","Annual","2019","2019",3173,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51101","Esperance","A","Annual","2019","2019",1074,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51102","Gascoyne","A","Annual","2019","2019",629,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51103","Goldfields","A","Annual","2019","2019",2800,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","51104","Mid West","A","Annual","2019","2019",3678,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","59797","Migratory - Offshore - Shipping (WA)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60101","Brighton","A","Annual","2019","2019",1174,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60102","Hobart - North East","A","Annual","2019","2019",3590,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60103","Hobart - North West","A","Annual","2019","2019",3553,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60104","Hobart - South and West","A","Annual","2019","2019",2469,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60105","Hobart Inner","A","Annual","2019","2019",3430,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2019","2019",1131,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60201","Launceston","A","Annual","2019","2019",5666,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60202","Meander Valley - West Tamar","A","Annual","2019","2019",1454,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60203","North East","A","Annual","2019","2019",2407,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2019","2019",783,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60302","Huon - Bruny Island","A","Annual","2019","2019",1360,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60303","South East Coast","A","Annual","2019","2019",424,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60401","Burnie - Ulverstone","A","Annual","2019","2019",3045,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60402","Devonport","A","Annual","2019","2019",3086,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","60403","West Coast","A","Annual","2019","2019",1143,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","69797","Migratory - Offshore - Shipping (Tas.)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70101","Darwin City","A","Annual","2019","2019",1790,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70102","Darwin Suburbs","A","Annual","2019","2019",3839,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70103","Litchfield","A","Annual","2019","2019",2192,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70104","Palmerston","A","Annual","2019","2019",2480,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70201","Alice Springs","A","Annual","2019","2019",2778,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70202","Barkly","A","Annual","2019","2019",387,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70203","Daly - Tiwi - West Arnhem","A","Annual","2019","2019",1141,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70204","East Arnhem","A","Annual","2019","2019",964,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","70205","Katherine","A","Annual","2019","2019",1260,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","79797","Migratory - Offshore - Shipping (NT)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2019","2019",6536,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80103","Canberra East","A","Annual","2019","2019",104,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80104","Gungahlin","A","Annual","2019","2019",5955,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80105","North Canberra","A","Annual","2019","2019",3371,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80106","South Canberra","A","Annual","2019","2019",2058,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80107","Tuggeranong","A","Annual","2019","2019",6004,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80108","Weston Creek","A","Annual","2019","2019",1714,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80109","Woden Valley","A","Annual","2019","2019",2599,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80110","Molonglo","A","Annual","2019","2019",400,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","80111","Urriarra - Namadgi","A","Annual","2019","2019",54,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","89797","Migratory - Offshore - Shipping (ACT)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","90101","Christmas Island","A","Annual","2019","2019",148,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","90102","Cocos (Keeling) Islands","A","Annual","2019","2019",43,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","90103","Jervis Bay","A","Annual","2019","2019",45,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","90104","Norfolk Island","A","Annual","2019","2019",139,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","99797","Migratory - Offshore - Shipping (OT)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","19999","Special Purpose Codes SA3 (NSW)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","29999","Special Purpose Codes SA3 (Vic.)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","39999","Special Purpose Codes SA3 (Qld)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","59999","Special Purpose Codes SA3 (WA)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","69999","Special Purpose Codes SA3 (Tas.)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","79999","Special Purpose Codes SA3 (NT)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","89999","Special Purpose Codes SA3 (ACT)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A45","45 - 49","SA3","Statistical Area Level 3","99999","Special Purpose Codes SA3 (OT)","A","Annual","2019","2019",0,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","10201","Gosford","A","Annual","2019","2019",11318,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","10202","Wyong","A","Annual","2019","2019",10066,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11501","Baulkham Hills","A","Annual","2019","2019",9952,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11502","Dural - Wisemans Ferry","A","Annual","2019","2019",2048,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11503","Hawkesbury","A","Annual","2019","2019",1953,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11504","Rouse Hill - McGraths Hill","A","Annual","2019","2019",2601,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11601","Blacktown","A","Annual","2019","2019",7938,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2019","2019",6157,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11603","Mount Druitt","A","Annual","2019","2019",6771,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11701","Botany","A","Annual","2019","2019",2890,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11702","Marrickville - Sydenham - Petersham","A","Annual","2019","2019",3455,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11703","Sydney Inner City","A","Annual","2019","2019",11006,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2019","2019",7865,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2019","2019",8219,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2019","2019",10582,,
"ERP","Estimated Resident Population","3","Persons","A50","50 - 54","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2019","2019",8330,,
