DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,AIR_INDIGENOUS_POPULATION,ABS_ERP_2019_POPULATION,VALIDATED,URL
2021-09-28,ASGS_2016_SA4,SA,403,Adelaide - South,15,999,43.76,32.78,1351,1012,3087,306352,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,SA,404,Adelaide - West,15,999,39.42,26.59,1327,895,3366,202688,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,SA,405,Barossa - Yorke - Mid North,15,999,42.03,27.81,730,483,1737,94756,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,SA,406,South Australia - Outback,15,999,39.01,25.63,2388,1569,6121,67834,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,SA,407,South Australia - South East,15,999,42.09,25.95,1343,828,3191,160478,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,TAS,601,Hobart,15,999,58.27,41.7,3937,2817,6756,193723,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,TAS,602,Launceston and North East,15,999,56.67,43.12,1953,1486,3446,120977,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,TAS,603,South East,15,999,55.68,40.25,1014,733,1821,32801,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,TAS,604,West and North West,15,999,53.82,36.05,2856,1913,5307,92825,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,201,Ballarat,15,999,66.82,39.18,1013,594,1516,136404,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,202,Bendigo,15,999,67.73,43.26,1190,760,1757,132413,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,203,Geelong,15,999,70.11,43.41,1586,982,2262,252370,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,204,Hume,15,999,64.26,35.12,1248,682,1942,146495,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,205,Latrobe - Gippsland,15,999,53.18,30.67,2022,1166,3802,235632,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,206,Melbourne - Inner,15,999,72.39,49.93,2014,1389,2782,626144,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,207,Melbourne - Inner East,15,999,81.55,54.33,641,427,786,333298,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,208,Melbourne - Inner South,15,999,76.99,50.18,853,556,1108,366697,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,209,Melbourne - North East,15,999,68.1,42.4,2353,1465,3455,448781,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,210,Melbourne - North West,15,999,65.68,37.69,1307,750,1990,331290,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,211,Melbourne - Outer East,15,999,70.52,39.86,1610,910,2283,436533,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,212,Melbourne - South East,15,999,63.72,34.15,2069,1109,3247,693565,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,213,Melbourne - West,15,999,63.38,34.36,2638,1430,4162,663585,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,214,Mornington Peninsula,15,999,66.93,39.79,1265,752,1890,254563,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,215,North West,15,999,55.71,28.85,1879,973,3373,124460,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,216,Shepparton,15,999,56.62,28.37,1780,892,3144,108740,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,VIC,217,Warrnambool and South West,15,999,69.81,41.1,1126,663,1613,102970,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,501,Bunbury,15,999,34.72,22.03,1135,720,3269,146810,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,502,Mandurah,15,999,27.22,17.15,457,288,1679,84465,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,503,Perth - Inner,15,999,47.09,33.96,721,520,1531,154842,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,504,Perth - North East,15,999,28.54,16.72,1592,933,5579,216921,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,505,Perth - North West,15,999,33.74,21.47,1721,1095,5101,457992,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,506,Perth - South East,15,999,29.28,17.93,2569,1573,8775,419799,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,507,Perth - South West,15,999,33.14,19.93,2030,1221,6125,349701,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,510,Western Australia - Outback (North),15,999,27.11,15.66,5071,2929,18703,75413,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,511,Western Australia - Outback (South),15,999,25.56,13.24,2381,1233,9314,92353,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-09-28,ASGS_2016_SA4,WA,509,Western Australia - Wheat Belt,15,999,31.68,18.01,1441,819,4548,111419,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-29-september-2021.pdf
2021-10-05,ASGS_2016_SA4,ACT,801,Australian Capital Territory,15,999,79.84,57.16,4397,3148,5507,345325,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,101,Capital Region,15,999,77.25,50.57,4604,3014,5960,188283,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,102,Central Coast,15,999,73.91,48.1,6272,4082,8486,279520,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,103,Central West,15,999,75.09,52.39,7443,5193,9912,170545,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,104,Coffs Harbour - Grafton,15,999,61.04,37.37,3531,2162,5785,116379,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,105,Far West and Orana,15,999,74.49,56.67,11063,8417,14852,92695,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,106,Hunter Valley exc Newcastle,15,999,73.21,41.46,8074,4572,11028,223616,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,107,Illawarra,15,999,76.85,48.68,4627,2931,6021,257183,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,108,Mid North Coast,15,999,60.93,36.31,6319,3766,10371,185401,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,109,Murray,15,999,66.16,41.79,2172,1372,3283,97988,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,110,New England and North West,15,999,65.8,41.96,9328,5948,14177,149890,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,111,Newcastle and Lake Macquarie,15,999,75.08,47.78,7506,4777,9997,310484,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,112,Richmond - Tweed,15,999,57.13,31.56,4455,2461,7798,208471,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,113,Riverina,15,999,67.82,41.04,4210,2548,6208,128994,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,114,Southern Highlands and Shoalhaven,15,999,73.95,44.25,3531,2113,4775,129789,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,115,Sydney - Baulkham Hills and Hawkesbury,15,999,86.78,70.13,1168,944,1346,199726,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,116,Sydney - Blacktown,15,999,77.69,55.1,5517,3913,7101,291560,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,117,Sydney - City and Inner South,15,999,76.86,60.67,3185,2514,4144,333308,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,118,Sydney - Eastern Suburbs,15,999,79.08,63.44,1512,1213,1912,251184,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,119,Sydney - Inner South West,15,999,81.94,64.77,2596,2052,3168,512553,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,120,Sydney - Inner West,15,999,80.46,63.27,1334,1049,1658,274697,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,121,Sydney - North Sydney and Hornsby,15,999,83.76,71.31,841,716,1004,360504,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,122,Sydney - Northern Beaches,15,999,82.88,66,702,559,847,221234,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,123,Sydney - Outer South West,15,999,82.2,62.55,5366,4083,6528,224905,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,124,Sydney - Outer West and Blue Mountains,15,999,81.04,58.78,5827,4226,7190,260710,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,125,Sydney - Parramatta,15,999,76,56.17,2008,1484,2642,404153,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,126,Sydney - Ryde,15,999,83.77,67.16,449,360,536,170309,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,127,Sydney - South West,15,999,79.63,60.26,3244,2455,4074,359341,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NSW,128,Sydney - Sutherland,15,999,86.71,72.02,1500,1246,1730,186637,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NT,701,Darwin,15,999,52.93,37.43,9090,6429,17175,117809,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,NT,702,Northern Territory - Outback,15,999,49.12,34.06,15108,10477,30756,75289,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,OT,901,Other Territories,15,999,86.05,75.58,148,130,172,3866,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,301,Brisbane - East,15,999,55.88,41.47,2276,1689,4073,193941,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,302,Brisbane - North,15,999,54.67,40.35,1913,1412,3499,184504,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,303,Brisbane - South,15,999,51.08,35.03,1827,1253,3577,307826,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,304,Brisbane - West,15,999,61.38,46.31,790,596,1287,156576,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,305,Brisbane Inner City,15,999,58.19,42.36,1481,1078,2545,252067,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,306,Cairns,15,999,31.66,21.31,6737,4535,21281,203846,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,308,Central Queensland,15,999,32.33,20.98,3286,2133,10165,177341,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,307,Darling Downs - Maranoa,15,999,45.69,31.65,2499,1731,5470,101959,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,309,Gold Coast,15,999,51.42,34.59,3686,2480,7169,520405,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,310,Ipswich,15,999,44.54,30.45,4799,3281,10775,280273,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,311,Logan - Beaudesert,15,999,42.63,27.09,3714,2360,8712,269239,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,312,Mackay - Isaac - Whitsunday,15,999,32.69,20.82,2076,1322,6351,136822,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,313,Moreton Bay - North,15,999,50,36.21,3586,2597,7172,207538,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,314,Moreton Bay - South,15,999,55.39,39.82,1864,1340,3365,169581,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,315,Queensland - Outback,15,999,46.44,32.22,8442,5857,18179,62754,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,316,Sunshine Coast,15,999,45.46,31.2,2181,1497,4798,315781,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,317,Toowoomba,15,999,41.55,26.76,1930,1243,4645,126770,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,318,Townsville,15,999,33.64,22.62,5156,3466,15326,190494,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,QLD,319,Wide Bay,15,999,40.36,27.78,4133,2845,10241,246974,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,401,Adelaide - Central and Hills,15,999,56.2,41.64,934,692,1662,256073,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,402,Adelaide - North,15,999,37.27,26.04,2423,1693,6502,354823,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,403,Adelaide - South,15,999,46.51,34.73,1441,1076,3098,306352,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,404,Adelaide - West,15,999,41.86,28.77,1411,970,3371,202688,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,405,Barossa - Yorke - Mid North,15,999,44.71,30.19,773,522,1729,94756,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,406,South Australia - Outback,15,999,42.28,29.19,2762,1907,6533,67834,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,SA,407,South Australia - South East,15,999,45.03,28.58,1442,915,3202,160478,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,TAS,601,Hobart,15,999,60.73,46.05,4125,3128,6792,193723,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,TAS,602,Launceston and North East,15,999,60.14,45.09,2082,1561,3462,120977,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,TAS,603,South East,15,999,59.08,44.99,1074,818,1818,32801,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,TAS,604,West and North West,15,999,56.04,40.81,2971,2164,5302,92825,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,201,Ballarat,15,999,73.05,42.71,1098,642,1503,136404,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,202,Bendigo,15,999,71.92,48.29,1263,848,1756,132413,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,203,Geelong,15,999,71.37,46.38,1431,930,2005,252370,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,204,Hume,15,999,69.24,40.98,1335,790,1928,146495,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,205,Latrobe - Gippsland,15,999,58.62,34.27,2234,1306,3811,235632,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,206,Melbourne - Inner,15,999,75.63,55.1,2092,1524,2766,626144,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,207,Melbourne - Inner East,15,999,84.66,59.41,657,461,776,333298,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
2021-10-05,ASGS_2016_SA4,VIC,208,Melbourne - Inner South,15,999,81.41,55.58,898,613,1103,366697,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-6-october-2021.pdf
