DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,ABS_ERP_2019_POPULATION,MASKED,SA4_CODE_2016,SA3_CODE_2016,VALIDATED,URL
2021-09-19,ASGS_2020_LGA,WA,57980,Subiaco (C),15,999,79.9,62.8,11595,9114,14512,N,503,50302,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58050,Swan (C),15,999,53.6,34.8,61625,40010,114972,N,504;505;506,50403;50402;50503;50602,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58190,Tammin (S),15,999,64,39.6,194,120,303,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58260,Three Springs (S),15,999,,,,,421,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58330,Toodyay (S),15,999,55.5,36.8,2137,1417,3851,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58400,Trayning (S),15,999,,,,,288,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58470,Upper Gascoyne (S),15,999,,,,,210,Y,511,51102,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58510,Victoria Park (T),15,999,60.6,42.9,19373,13714,31968,N,506,50602;50603;50607,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58540,Victoria Plains (S),15,999,59.9,41.7,449,313,750,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58570,Vincent (C),15,999,63.5,46.1,19853,14413,31265,N,503;505,50302;50502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58610,Wagin (S),15,999,64.1,46.3,950,686,1482,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58680,Wandering (S),15,999,60.6,39.1,211,136,348,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58760,Wanneroo (C),15,999,55.2,38.8,89063,62602,161346,N,505,50503;50501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58820,Waroona (S),15,999,53,34.3,1830,1184,3452,N,501,50102,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,58890,West Arthur (S),15,999,60.4,35.9,377,224,624,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59030,Westonia (S),15,999,,,,,264,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59100,Wickepin (S),15,999,74.8,52,416,289,556,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59170,Williams (S),15,999,67.7,44.4,531,348,784,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59250,Wiluna (S),15,999,,,,,609,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59310,Wongan-Ballidu (S),15,999,71.7,53,718,531,1002,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59320,Woodanilling (S),15,999,45.4,29.9,152,100,335,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59330,Wyalkatchem (S),15,999,67.3,46.9,284,198,422,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59340,Wyndham-East Kimberley (S),15,999,,,,,5585,Y,510,51001,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59350,Yalgoo (S),15,999,,,,,320,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59360,Yilgarn (S),15,999,,,,,969,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,WA,59370,York (S),15,999,64.2,44.8,1909,1332,2974,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-19,ASGS_2020_LGA,OT,99399,Unincorp. Other Territories,15,999,,,,,3866,Y,901,90103;90101;90102;90104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-20-september-2021.pdf
2021-09-26,ASGS_2020_LGA,ACT,89399,Unincorporated ACT,15,999,87.8,61.2,303195,211339,345325,N,801,80105;80106;80104;80101;80107;80108;80109;80103;80111;80110,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10050,Albury (C),15,999,81.3,49.2,35595,21541,43782,N,109,10901,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10180,Armidale Regional (A),15,999,78.2,51.9,19838,13166,25368,N,110;108,11001;10802;11002,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10250,Ballina (A),15,999,82.6,53.3,30664,19787,37124,N,112,11201;11202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10300,Balranald (A),15,999,76.7,40.7,1426,757,1859,N,109,10902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10470,Bathurst Regional (A),15,999,86.6,53.9,30406,18925,35111,N,103,10301;10303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10500,Bayside (A),15,999,84.2,57.2,126928,86227,150746,N,117;119,11701;11904,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10550,Bega Valley (A),15,999,89.2,64.1,25790,18533,28912,N,101,10104;10103,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10600,Bellingen (A),15,999,79.7,53.5,8522,5720,10692,N,104;108,10402;10802,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10650,Berrigan (A),15,999,86.9,60.8,6350,4443,7307,N,109,10903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10750,Blacktown (C),15,999,95,67.2,274753,194352,289214,N,116,11603;11602;11601,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10800,Bland (A),15,999,86.7,59.1,4138,2821,4773,N,103;113,10302;11301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10850,Blayney (A),15,999,92.4,57.5,5421,3374,5867,N,103,10304,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10900,Blue Mountains (C),15,999,89.9,65.8,58241,42628,64784,N,124;103;115,12401;10303;11503;12402,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,10950,Bogan (A),15,999,,,,,2035,Y,105,10501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11150,Bourke (A),15,999,,,,,1930,Y,105,10501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11200,Brewarrina (A),15,999,,,,,1231,Y,105,10501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11250,Broken Hill (C),15,999,80.5,58.6,11698,8516,14532,N,105,10502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11300,Burwood (A),15,999,86.6,58.5,30863,20849,35639,N,120,12003,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11350,Byron (A),15,999,65.9,38,19145,11040,29052,N,112,11201;11202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11400,Cabonne (A),15,999,88,57.6,9473,6201,10765,N,103;105,10304;10302;10503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11450,Camden (A),15,999,95,69.1,72712,52888,76539,N,123;127,12301;12701;12302,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11500,Campbelltown (C) (NSW),15,999,93.1,64.6,124241,86208,133449,N,123;107,12302;12301;10704,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11520,Canada Bay (A),15,999,81.6,62.8,65873,50697,80727,N,120,12001;12003,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11570,Canterbury-Bankstown (A),15,999,86.8,60.3,261695,181800,301492,N,119;125;120,11901;11902;12503;12501;11903;12003,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11600,Carrathool (A),15,999,,,,,2195,Y,113;109,11301;10902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11650,Central Coast (C) (NSW),15,999,86.3,58,241195,162101,279484,N,102,10201;10202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11700,Central Darling (A),15,999,,,,,1451,Y,105,10502,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11720,Cessnock (C),15,999,77,42.5,36479,20134,47375,N,106,10601;10602,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11730,Clarence Valley (A),15,999,79,46,33933,19758,42953,N,104;112,10401;10402;11202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11750,Cobar (A),15,999,,,,,3621,Y,105,10501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,11800,Coffs Harbour (C),15,999,78.1,46.4,48960,29088,62689,N,104,10402;10401,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12000,Coolamon (A),15,999,85.8,55.5,2983,1930,3477,N,113,11303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12150,Coonamble (A),15,999,,,,,3075,Y,105,10501;10503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12160,Cootamundra-Gundagai Regional (A),15,999,91.5,62.4,8406,5733,9187,N,113,11303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12350,Cowra (A),15,999,88.8,58.8,9285,6148,10456,N,103,10302;10304,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12380,Cumberland (A),15,999,87.8,57.8,169045,111285,192534,N,125;116,12501;11601;12503;12504,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12390,Dubbo Regional (A),15,999,91.7,64.6,38693,27258,42195,N,105;103,10503;10304;10303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12700,Dungog (A),15,999,83.5,53.2,6365,4055,7623,N,106,10601,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12730,Edward River (A),15,999,58.3,42.2,4329,3134,7426,N,109,10903,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12750,Eurobodalla (A),15,999,94.5,66.2,31082,21774,32891,N,101,10104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12850,Fairfield (C),15,999,88,60.7,151471,104480,172126,N,127;125,12702;12503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12870,Federation (A),15,999,89.8,56.9,9272,5875,10325,N,109;113,10903;11301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12900,Forbes (A),15,999,88.5,63.3,6961,4979,7865,N,103,10302,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12930,Georges River (A),15,999,85.4,59.4,114263,79476,133798,N,119,11903;11904;11902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,12950,Gilgandra (A),15,999,95,69,3179,2309,3346,N,105,10503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13010,Glen Innes Severn (A),15,999,82.3,56.7,6056,4173,7359,N,110,11002,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13310,Goulburn Mulwaree (A),15,999,82.3,52.6,20900,13358,25395,N,101,10105;10102,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13340,Greater Hume Shire (A),15,999,79.6,46.5,6733,3933,8458,N,109;113,10901;10903;11302;11303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13450,Griffith (C),15,999,84.5,54.7,18178,11767,21512,N,113,11301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13550,Gunnedah (A),15,999,79.6,41.2,7919,4099,9949,N,110,11004;11003,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13660,Gwydir (A),15,999,76.7,47.4,3303,2042,4307,N,110,11002;11003;11004,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13800,Hawkesbury (C),15,999,88.5,61.8,47853,33416,54071,N,115;124;116,11503;11504;12404;12401;11502;11602,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13850,Hay (A),15,999,92.2,71,2233,1720,2422,N,109,10902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,13910,Hilltops (A),15,999,91.3,59.9,13660,8962,14962,N,101,10106,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14000,Hornsby (A),15,999,95,75.1,116146,91817,122259,N,121;115;126,12102;11501;11502;12601,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14100,Hunters Hill (A),15,999,85.7,70.5,10446,8593,12189,N,126,12602,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14170,Inner West (A),15,999,79.4,62.8,135968,107541,171244,N,120;117,12003;12002;11702;11703;11701,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14220,Inverell (A),15,999,76.1,42,10238,5651,13454,N,110,11002,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14300,Junee (A),15,999,72.4,46.9,3996,2589,5520,N,113,11303,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14350,Kempsey (A),15,999,81,46,19796,11242,24440,N,108,10802,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14400,Kiama (A),15,999,89.6,66.5,17349,12876,19363,N,107;114,10703;11401;11402,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14500,Ku-ring-gai (A),15,999,95,78.6,96776,80069,101869,N,121,12103;12102,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14550,Kyogle (A),15,999,75.1,44.4,5471,3235,7285,N,112,11202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14600,Lachlan (A),15,999,93.1,70.7,4346,3300,4668,N,103;105,10302;10501,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14650,Lake Macquarie (C),15,999,85.4,54.4,142658,90874,167047,N,111;102,11101;11102;11103;10202,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14700,Lane Cove (A),15,999,88.7,71.7,29079,23506,32784,N,121,12101,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14750,Leeton (A),15,999,77,48.5,6948,4377,9024,N,113,11301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14850,Lismore (C),15,999,74.8,42.7,26847,15326,35892,N,112,11202;11201,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14870,Lithgow (C),15,999,84.1,50.9,15024,9093,17865,N,103,10303;10301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14900,Liverpool (C),15,999,87.6,60.3,154505,106355,176376,N,127;123;124,12701;12703;12702;12302;12403,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14920,Liverpool Plains (A),15,999,78.5,45.2,5021,2891,6396,N,110;106,11004;10604,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,14950,Lockhart (A),15,999,85.8,59.8,2218,1546,2585,N,113;109,11303;10903;10901,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15050,Maitland (C),15,999,82.2,48.8,54818,32544,66688,N,106;111,10602;11103;10601,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15240,Mid-Coast (A),15,999,82.8,53.2,65595,42146,79221,N,108;106,10805;10801;10603;10804,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15270,Mid-Western Regional (A),15,999,89.8,61.6,17927,12297,19963,N,103;105,10303;10503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15300,Moree Plains (A),15,999,74.4,49,7601,5006,10216,N,110,11003,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15350,Mosman (A),15,999,88.5,73.2,22660,18742,25604,N,121,12104,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15520,Murray River (A),15,999,95,73,9415,7234,9910,N,109,10903;10902,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15560,Murrumbidgee (A),15,999,77.6,47.5,2416,1479,3114,N,109;113,10903;11301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15650,Muswellbrook (A),15,999,74.9,39.5,9492,5006,12673,N,106,10604,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15700,Nambucca (A),15,999,79.7,50.9,13139,8391,16485,N,104;108,10402;10802,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15750,Narrabri (A),15,999,83.9,48.1,8569,4912,10213,N,110,11003;11004,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15800,Narrandera (A),15,999,79.7,50.5,3707,2349,4651,N,113,11301,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
2021-09-26,ASGS_2020_LGA,NSW,15850,Narromine (A),15,999,92.2,61.8,4696,3147,5093,N,105,10503,Y,https://www.health.gov.au/sites/default/files/documents/2021/09/covid-19-vaccination-local-government-area-lga-27-september-2021.pdf
