id,orgId,orgName,contactPhone,contactWebsite,characteristic,appointments,offerings,billingOptions,booking,addressLine1,addressLine2,addressLine3,postcode,suburb,state,lat,lon,updatedTime,dateAsAt
8ce1ea26-2117-4eed-d424-59b756434b37,6220ede0-ab4d-41bb-07b2-358d94460e8c,Providence Medical Anna Bay,0249812600,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,125 Gan Gan Rd,2316,ANNA BAY,NSW,-32.7775,152.083201,2021-07-07T23:07:04Z,2021-07-27
8ce1ed1f-35da-44cb-3ceb-04b8524e299c,f270ffa9-4f60-4769-ffca-f05e20a1fcc1,McCormicks Road General Practice,0387963197,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,25 Mccormicks Rd,3201,CARRUM DOWNS,VIC,-38.114686,145.193801,2021-06-28T23:15:32Z,2021-07-27
8ce7d28b-a288-43fa-0d5c-08a59a4abc4d,ee3f47ae-b0f2-4724-ebaa-64bbd9080fb4,Campbelltown Medical & Dental Centre,0246283777,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,296 Queen St,2560,CAMPBELLTOWN,NSW,-34.06994,150.812154,2021-06-28T23:15:32Z,2021-07-27
8ce8c9b7-e65e-4be4-3919-0af3bbca98ad,81076ad7-81a1-45ac-bef2-46e8db64d4d6,Hennessy Clinic,0395348700,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,20 Mitford St,3182,ST KILDA,VIC,-37.871887,144.982126,2021-06-28T23:15:32Z,2021-07-27
8cebb708-a318-4288-aba7-b7e5f3f2a4f2,be14fa01-7280-4e1d-8a30-a48ac638a09e,Victoria Medical Group,0894737888,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,734 Albany Hwy,6101,EAST VICTORIA PARK,WA,-31.98246,115.90211,2021-07-06T09:30:19Z,2021-07-27
8cf18fbf-c0f8-4d46-a422-13707504ab2d,0111ade9-bd97-4642-0dd0-50e39c0d1a3e,Deepdene Surgery,0398174233,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,,71 Whitehorse Rd,3103,DEEPDENE,VIC,-37.810608,145.065239,2021-07-19T00:15:50Z,2021-07-27
8cf289d4-7309-42b5-13a6-14c183d354ed,0e0d5a05-fb25-4060-0dbf-b1354a1ba677,Banyo Clinic,07 3267 5088,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Health Engine,,,183 Tufnell Rd,4014,BANYO,QLD,-27.37457621,153.0765291,2021-07-09T01:28:31Z,2021-07-27
8cf8628d-7f43-4479-b4fb-70a208d59f18,0ef3f065-7004-46ac-7993-ed54721177f0,The Cove Family Medical Centre,03 9776 2700,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Health Engine,Harbour Plaza,Shop 22,21 Thompson Rd,3197,PATTERSON LAKES,VIC,-38.06830191,145.14273298,2021-07-09T01:28:31Z,2021-07-27
8cfa5ca1-42fa-42e1-7ba5-719e13b304e9,5d05ba09-84ca-43a4-904e-bfe0ceffac50,Glenunga Medical Centre,08 8338 5885,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Health Engine,,,535 Portrush Rd,5064,GLENUNGA,SA,-34.94860292,138.64291427,2021-07-09T01:28:31Z,2021-07-27
8d216ddd-3a0b-4202-d65d-ee3811516036,96c3441c-39e5-4994-bdcf-1e134378b8ce,Health At Campbelltown,08 8365 8111,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,523 Lower North East Rd,5074,CAMPBELLTOWN,SA,-34.88622824,138.65777804,2021-07-20T07:01:47Z,2021-07-27
8d226020-204c-4661-1879-f02d42902946,f46ff9d8-72eb-4e5f-7a3c-f05746026001,Willetton Medical Centre,0893101234,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,4 Castlereagh Cl,6155,WILLETTON,WA,-32.058895,115.882026,2021-07-07T23:43:42Z,2021-07-27
8d24525b-3c9c-4190-74a8-9d786bf948db,6798f76e-fb73-4f8c-5d55-5de12fa849b8,Prestons Family Doctors,0296077350,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,Shop A3,57 Minnamurra Cct,2170,PRESTONS,NSW,-33.94996,150.86406,2021-07-19T05:39:17Z,2021-07-27
8d2f108f-5a0c-4cdc-0b6e-a84346b337bc,7a6a5da8-0817-4faa-7f7b-490af2ad5442,Moss Street Medical Practice,0244221210,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,1 Moss St,2541,NOWRA,NSW,-34.872219,150.603504,2021-06-28T23:15:32Z,2021-07-27
8d5721ba-bd3b-4b9e-994b-7b8a33a43e14,de247b6e-5b36-4d5e-f857-deca345de1ca,Cunninghame Arm Medical Centre,03 5155 2300,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,8 Whiters St,3909,LAKES ENTRANCE,VIC,-37.8764659,148.00046984,2021-06-28T23:15:32Z,2021-07-27
8d7474c1-a782-496c-b563-ed0453976890,4727bbce-d8e3-470a-1a7f-c20f95b08be6,Fiveways Surgery,07 3870 2525,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,AutoMed,,Level 1,144 Indooroopilly Rd,4068,TARINGA,QLD,-27.49722389,152.99000025,2021-06-28T23:15:32Z,2021-07-27
8d85117f-afa2-4f86-730c-53b78df23d5c,4c46cc50-3427-44a0-02c7-e99fd80ff417,Bankstown Medical Centre,0297932022,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Level 1 Shop 205-206,North Tce,2200,BANKSTOWN,NSW,-33.917048,151.042154,2021-06-28T23:15:32Z,2021-07-27
8d860f86-9bde-49a9-0a44-a9b691e75ff7,bcf7ba87-9013-4df3-0aaf-2fcd4bb306e1,SIA Medical Centre Box Hill,0390200818,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,Level 1,938 Whitehorse Rd,3128,BOX HILL,VIC,-37.818447,145.122875,2021-07-19T00:15:50Z,2021-07-27
8d93bcfb-c1db-4947-9572-b6cb98ff8e07,b2a30c8e-822d-4890-16d7-cdb06b030cee,Berowra Family Medical practice,0294562600,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,1 Turner Rd,2082,BEROWRA HEIGHTS,NSW,-33.6124,151.138055,2021-07-01T23:38:58Z,2021-07-27
8d9a92b9-c9f8-4e28-2725-68551e05b7dd,6551acac-282f-4a09-a160-c038b47e9759,For Life Medical Centre,0395623824,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,14 St Johns Ave,3171,SPRINGVALE,VIC,-37.949925,145.149727,2021-06-28T23:15:32Z,2021-07-27
8daa3078-c172-4c48-8ba7-ce5d5a51d099,2859a1a6-af3b-44c5-72dc-768d4afd5762,Leeton Medical Centre,02 6953 2699,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,11 Wade Ave,2705,LEETON,NSW,-34.552333,146.40484945,2021-06-28T23:15:32Z,2021-07-27
8db00c19-3ce7-4b91-6fc3-2941cca2e924,a173c2fa-92fa-45a6-0b58-32d01fa4eff2,Auburn Healthcare Centre,0296433800,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Health Engine,,,4 Auburn Rd,2144,AUBURN,NSW,-33.850817,151.033327,2021-07-09T01:28:31Z,2021-07-27
8db5ebb3-cb1f-40b7-bba6-2e2639ffe114,abdcf517-18cc-4d35-9cea-a8e580a774b8,Daw Park Medical Centre,0870898388,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,,1 Ormond Ave,5041,DAW PARK,SA,-34.979753,138.591144,2021-07-16T07:27:01Z,2021-07-27
8dcf525e-2fc9-45a3-8694-73309871e4fb,93ec6ac8-da0b-44bc-08a8-6e9a4c7f3597,Caboolture Super Clinic,07 5315 8888,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,23 - 27 George St,4510,CABOOLTURE,QLD,-27.08184472,152.94937214,2021-06-28T23:15:32Z,2021-07-27
8dd9176a-f7af-4819-9125-a7d7d51eab41,2a4415b1-5adb-488f-4f94-638ff00b2fd1,Braidwood Medical Centre,0248421034,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,Narbethong House,,73 Monkittee St,2622,BRAIDWOOD,NSW,-35.443751,149.805675,2021-06-28T23:15:32Z,2021-07-27
8ddc01d1-56d5-4b33-1912-55701f07a537,3034376f-b411-4843-05f6-b147db0ddeaa,Family Medical Centre Shepparton,0358212533,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,174 Nixon St,3630,SHEPPARTON,VIC,-36.378692,145.410755,2021-06-28T23:15:32Z,2021-07-27
8de1e25b-2fdf-4f07-e6cf-b0ae8099d012,e06ac62f-2d79-42e1-b44d-7c74af869229,Linden Medical Centre,0741531300,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,Linden Clinic,,11 Barolin St,4670,BUNDABERG,QLD,-24.867133,152.348832,2021-06-28T23:15:32Z,2021-07-27
8de2e44c-79b0-4cb4-68a9-050673ce04fc,863722d2-210e-45f0-d212-d18c22fdc1e3,Kimberley Pharmacy Services (Broome),0891923611,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,61,63 Robinson St,6725,BROOME,WA,-17.967454,122.236488,2021-07-08T23:29:25Z,2021-07-27
8de5d29c-376b-4459-da36-b3f8acf71142,c244b3fc-12ee-4e61-9f4f-2f2d0cd18dab,Chemist Warehouse Punchbowl,0283814500,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",No Fee,Unknown,The Broadway Plaza,Shop 18,1 Broadway,2196,PUNCHBOWL,NSW,-33.925793,151.058055,2021-07-21T01:01:48Z,2021-07-27
8de7befc-aa54-4e50-caea-0b92f1eae99d,5984e783-1038-44c3-4dc8-38b7842e2ab9,Applecross Medical Group,08 9364 6444,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Sonic Healthcare,,,764 Canning Hwy,6153,APPLECROSS,WA,-32.02009,115.8333,2021-06-28T23:15:32Z,2021-07-27
8deab036-c6a3-497f-2619-b8dd19540832,ccade619-98c0-46f0-30e2-a5416dd41370,Narrogin Guardian Pharmacy,0898811006,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,74 Federal St,6312,NARROGIN,WA,-32.93448,117.17847,2021-07-08T23:29:25Z,2021-07-27
8deba56a-f6b6-4b8c-e910-0f2a3ec8052d,cf25f778-c55b-4dca-0b13-cc9ee3d5ea5c,North Eastern Health Centre,0882642300,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,1299 North East Rd,5091,TEA TREE GULLY,SA,-34.820543,138.720948,2021-07-07T06:54:42Z,2021-07-27
8e0dd232-b728-444d-8d69-322dec93234f,2292835f-6966-4060-7262-51ba8602246c,Shellharbour City General Practice,0242970037,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,SHOP 14,75 Cygnet Ave,2529,SHELLHARBOUR CITY CENTRE,NSW,-34.565385,150.83558,2021-07-19T05:38:36Z,2021-07-27
8e0dd80c-5e8f-4686-f9e5-87decf096a8a,ff7b4e6d-f4a4-4b2b-a702-b6bcf84a7015,rosehill Surgery,0296378345,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,12 Jordan St,2142,ROSEHILL,NSW,-33.826446,151.016467,2021-06-28T23:15:32Z,2021-07-27
8e189a21-10a3-4c2e-935e-3c59912cc040,5ee76ced-e773-4067-05b1-4b159f3dd913,Churchill Gardens Family Medical Practice,0298225585,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,12 Ingham Dr,2170,CASULA,NSW,-33.948402,150.90168,2021-07-19T05:38:11Z,2021-07-27
8e1e6cfb-98d1-459e-82d4-1909ad56ce7b,aeaeebef-6470-4a85-5ba1-a97320e8533a,Coorparoo Clinic,07 3397 4151,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,332 Old Cleveland Rd,4151,COORPAROO,QLD,-27.4937554,153.05985864,2021-06-28T23:15:32Z,2021-07-27
8e1e6def-cfee-4361-a337-998b23feb52b,6bc8b069-9be0-40d0-7275-e985764136c5,Bald Hills Medical,0732613881,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,11 Bald Hills Rd,4036,BALD HILLS,QLD,-27.322335,153.010301,2021-06-28T23:15:32Z,2021-07-27
8e1f641c-13c4-4b4b-cff5-9ad9447d908b,fe90d391-6c8f-4e58-45bd-cab2789dfce7,Taree/Manning Hospital COVID-19 Vaccination Clinic,1800571155,https://www.health.nsw.gov.au/Infectious/covid-19/vaccine,State-based Regional/Community Clinic,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",No Fee,New South Wales Department of Health,Manning Base Hospital,,26 York St,2430,TAREE,NSW,-31.910288,152.455006,2021-05-28T07:15:32Z,2021-07-27
8e1f6905-7159-4fd6-b996-993233bda2db,35ac42fd-0338-4714-5b99-d99c776f19d6,Mediadvice Pharmacy Lurnea,0296072114,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",No Fee,Unknown,,Shop 1,63 Hill Rd,2170,LURNEA,NSW,-33.931329,150.895907,2021-07-21T01:01:52Z,2021-07-27
8e215b40-8da9-4a05-15c5-467d5c26c170,a8d54093-8cc0-4841-3eb2-46266015028d,Victoria Point Surgery,07 3207 8222,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Suite 1,1 Bunker Rd,4165,VICTORIA POINT,QLD,-27.585184,153.281525,2021-06-28T23:15:32Z,2021-07-27
8e235363-068d-4ac0-5a95-f22174d0f256,511aae95-acf1-432b-37a8-c39b498c0833,Woodberry Family Practice,0249662222,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,Shop 5,34 Kookaburra Pde,2322,WOODBERRY,NSW,-32.794639,151.665154,2021-07-09T08:22:50Z,2021-07-27
8e2447a0-0191-44fc-0579-9f17a11a9acb,3e15751a-8a0a-4ea3-ec2b-4fb0d8729e9b,Berkeley Medical Centre,0731933393,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,841 Moggill Rd,4069,KENMORE,QLD,-27.506807,152.948218,2021-06-28T23:15:32Z,2021-07-27
8e2f09b5-b3a5-4aa4-a0f3-5492633ef081,9e81939a-7dd9-43df-4bda-e50980650899,Living Waters Family Medical Practice,0296246644,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,HotDoc,,,10 Artillery Cres,2147,SEVEN HILLS,NSW,-33.771796,150.935455,2021-07-20T06:44:39Z,2021-07-27
8e3bbffe-94cc-4258-fe63-60594ad64432,0065c278-9e43-40f5-84ba-a2be9d594884,Martins Road Family Medical Practice,08 8283 4411,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Shop 11,237 Martins Rd,5107,PARAFIELD GARDENS,SA,-34.78078328,138.60873934,2021-06-28T23:15:32Z,2021-07-27
8e448aef-cdfc-4945-540c-692ff4516a02,b68c73f6-72e2-4a48-e973-bca25cd4abdc,Rathdowne Village Medical Centre,0393491116,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,695 - 697 Rathdowne St,3054,CARLTON NORTH,VIC,-37.788602,144.97177,2021-06-28T23:15:32Z,2021-07-27
8e4e50f7-a796-4ba8-bf14-73acaf8b7d83,3696b608-aed7-4bde-3850-c69d1d7df144,Urana Medical Centre,0269208333,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,31 William St,2645,URANA,NSW,-35.330451,146.26703,2021-07-07T06:55:52Z,2021-07-27
8e542e88-6cdd-489e-240a-23e81312caf9,567d33fe-832b-4fcf-ef90-d6f9649bb78e,Robe Medical Centre,08 8768 2012,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,1 Smillie St,5276,ROBE,SA,-37.162837614250115,139.75270945173423,2021-06-28T23:15:32Z,2021-07-27
8e746afe-91e0-4baf-0721-994f83d353f5,f10b66cc-e0c5-4fa8-b837-dee977b57826,Whitfords Ave Medical Centre,0893074222,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,SE 2,276 Whitfords Ave,6025,KALLAROO,WA,-31.796218,115.743801,2021-06-28T23:15:32Z,2021-07-27
8e78507b-9271-4a3d-a56d-488fdd7b3b9b,c1df1a1e-a353-46a1-58bd-1eb863e5090f,Bruce Rock Health Centre,0890611166,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,16 Butcher St,6418,BRUCE ROCK,WA,-31.872647,118.146935,2021-06-28T23:15:32Z,2021-07-27
8e7c37e9-ddd3-4879-c592-4c272a59572b,38802a13-5877-4fa8-1508-b29fc28cc9b3,Hills Medical Service,0883392644,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,15 Fenchurch Rd,5154,ALDGATE,SA,-35.014818,138.734489,2021-06-28T23:15:32Z,2021-07-27
8e7e30fd-a189-45e2-8c3c-4d233537bcfb,8793f3b7-6b3d-4da0-2dc2-832b1d7afe13,MedCIRC Barraba,0267821621,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,8 Maude St,2347,BARRABA,NSW,-30.37834,150.611514,2021-06-28T23:15:32Z,2021-07-27
8e7f2a23-f922-43a9-20c1-f97252c276c1,abaa29a9-e1ff-41d5-f821-1f2aac31b26a,Heal Medical Centre,02 4302 1595,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,366 Scenic Dr,2262,SAN REMO,NSW,-33.21028094,151.52824359,2021-06-28T23:15:32Z,2021-07-27
8e812143-85bb-424f-c608-7bede7f8f4e1,3da22dd3-be55-4882-f908-b1a4b1c6043f,Carrum Downs Respiratory Clinic,03 9782 6088,,GP Respiratory Clinic,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - Pfizer, COVID-19 Vaccine - AstraZeneca",No Fee,HotDoc,,,113b Hall Rd,3201,CARRUM DOWNS,VIC,-38.100115,145.185786,2021-07-15T06:28:42Z,2021-07-27
8e90caca-707d-4647-2030-5f29796c19ec,29fcc41f-aa22-4a02-0e10-c6de9b42e2b2,Hall Road Medical Centre,0397830266,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,T14,100 Hall Rd,3201,CARRUM DOWNS,VIC,-38.102025,145.184895,2021-06-28T23:15:32Z,2021-07-27
8e91bb18-1ea1-4ce4-41e9-e19c3404fb4c,ca8eb361-adb8-4982-b4a9-58104874a759,Mornington Coastal Medical Centre,03 5976 3666,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,958 Nepean Hwy,3931,MORNINGTON,VIC,-38.23119072,145.04355192,2021-06-28T23:15:32Z,2021-07-27
8e9794c4-739e-4564-5cc7-bda92cbde937,caa52bc3-2f3e-48f3-4d1c-447c74a20485,Brindabella Family Practice,02 6299 6990,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Suite 2,80 Morisset St,2620,QUEANBEYAN,NSW,-35.34884755,149.23763903,2021-06-28T23:15:32Z,2021-07-27
8ea7376d-c8ae-470f-abea-220a58491543,c3c98e29-4df3-4a6b-3575-0aba09f3e17e,Edgeworth Medical Centre,0294821500,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,Ground Floor  Suite 1,22 - 28 Edgeworth David Ave,2077,HORNSBY,NSW,-33.706289,151.103218,2021-07-09T08:19:59Z,2021-07-27
8eae0c2b-d1ca-4cef-3c9e-d394de4f3e19,76782e48-f4f6-4de3-bffd-fc43526e6de9,Ginninderra Medical & Dental Centre,0261127111,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,HotDoc,,,Nettlefold St,2617,BELCONNEN,ACT,-35.239263,149.057658,2021-06-28T23:15:32Z,2021-07-27
8eb4edad-dfe3-4694-236d-d928360bbf79,3b2b07e1-bddf-43e3-9402-62b60c0262ed,Malvern PRP Clinic,0398229996,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,1291 Malvern Rd,3145,MALVERN EAST,VIC,-37.852268,145.036765,2021-06-28T23:15:32Z,2021-07-27
8eb5e4d9-23b9-4e7e-4f2b-da75578a9ad9,cff32a09-8e8e-416a-674a-44e30e5f280e,Central Gippsland Family Practice,0351279800,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,28 George St,3825,MOE,VIC,-38.175931,146.262611,2021-07-07T02:09:55Z,2021-07-27
8eb8d22a-e173-4622-c1b8-88678fb3a71f,0c00bb33-7f6d-4adb-3488-a185f932f4d6,Narre Warren Clinic,0397054400,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,103 Prospect Hill Rd,3805,NARRE WARREN,VIC,-38.01087,145.309035,2021-06-28T23:15:32Z,2021-07-27
8ec19d1b-19a3-4c0f-1662-913e392dccef,c2266cb1-520c-442e-9941-bb69b8ae572e,High Street Family Doctors,0247214702,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,243 High St,2750,PENRITH,NSW,-33.754783,150.704616,2021-06-28T23:15:32Z,2021-07-27
8ec775d3-3683-47cd-10dc-edc9bb3fd32a,05241e99-9d22-4d53-1ce0-67c38e83d1cf,Springs Medical Daylesford,0353482227,,General Practice,Yes,COVID-19 Vaccine - Pfizer,Bulk Billing Only,Unknown,,,10 Hospital St,3460,DAYLESFORD,VIC,-37.338245,144.145397,2021-07-06T09:29:46Z,2021-07-27
8ed13fbb-a4c1-458b-7e98-a0f65ce34e80,d1c819f0-c042-4307-a747-1bee341a75ab,Priceline Pharmacy Mareeba,0740925888,,Pharmacy,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",No Fee,Unknown,,,139 Byrnes St,4880,MAREEBA,QLD,-16.993875,145.423427,2021-07-22T02:42:26Z,2021-07-27
8ed81099-1a3a-4f10-0c97-a8d0fb7f0e81,38dd01c9-801a-4062-f546-644798a7a2a3,Our Medical Ashmore,0756475000,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,566 Olsen Ave,4214,ASHMORE,QLD,-27.976665,153.380058,2021-06-28T23:15:32Z,2021-07-27
8edeeb40-80ec-487c-87ec-59b371c649a7,21a70f54-bec6-4b96-95aa-65b9e0f34bfe,Grace Family Practice & Skin Care,07 4130 5607,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,Ground Floor,611 Bargara Rd,4670,BARGARA,QLD,-24.82068699,152.44861469,2021-06-28T23:15:32Z,2021-07-27
8ee4cebb-a3c7-48fd-d682-0948c58da96c,76aafbb6-2bc3-4843-63c6-85fd27e42f37,Sippy Downs Family Clinic,0753913444,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,,,123 Sippy Downs Dr,4556,SIPPY DOWNS,QLD,-26.713819,153.061682,2021-06-28T23:15:32Z,2021-07-27
8eec9aa6-f0ba-45c8-94f3-bc1f6b12aca2,bd20befd-a375-4943-c096-59b372ba80c4,Wentworth Avenue Family Practice,0262034600,,General Practice,Yes,"COVID-19 Vaccine - AstraZeneca - Age 40 to 59, COVID-19 Vaccine - AstraZeneca",Bulk Billing Only,Unknown,Wentworth Avenue Family Practice,,55 Wentworth Ave,2604,KINGSTON,ACT,-35.3172,149.146638,2021-06-28T23:15:32Z,2021-07-27
